Age,Gender,MaritalStatus,AnnualIncome,EducationLevel,NumberOfDependents,Target_BoughtInsurance,Target_InsuranceType
44,Male,Single,145448.92,Master,0,1,FSA
24,Male,Single,41887.74,High School,0,0,No_Insurance
72,Female,Divorced,188668.69,PhD,0,1,FSA
57,Male,Single,134190.58,Master,1,1,A&H
75,Female,Widowed,86701.3,Bachelor,2,1,Life
18,Female,Single,116603.06,PhD,0,0,No_Insurance
44,Female,Married,109831.15,Master,3,1,Life
47,Male,Married,147652.71,Master,3,1,Life
62,Male,Married,85601.79,High School,0,1,A&H
36,Female,Married,42687.11,Associate,2,0,No_Insurance
31,Female,Single,119635.2,PhD,0,1,A&H
47,Female,Single,66885.78,Bachelor,0,0,No_Insurance
23,Female,Single,53548.94,Associate,0,0,No_Insurance
36,Male,Single,156884.71,PhD,0,1,FSA
41,Male,Married,73434.78,Bachelor,4,1,Life
28,Female,Married,30553.18,High School,1,1,FSA
67,Female,Married,91807.14,High School,2,1,A&H
45,Male,Married,172673.46,PhD,1,1,Life
37,Male,Married,92299.94,Bachelor,1,1,Life
24,Male,Single,167385.93,PhD,0,1,FSA
63,Male,Widowed,108508.88,High School,0,1,FSA
53,Male,Divorced,104769.22,Associate,0,1,A&H
33,Female,Married,73419.31,Bachelor,2,1,Life
31,Male,Divorced,101658.29,Master,0,1,A&H
29,Female,Single,89429.16,Bachelor,0,0,No_Insurance
45,Female,Single,135897.49,Master,0,0,No_Insurance
32,Male,Married,71475.27,Master,1,1,Life
55,Female,Married,59136.55,Associate,2,1,Life
52,Male,Married,108453.2,Master,4,1,Life
37,Female,Married,49141.08,High School,2,0,No_Insurance
45,Male,Married,97451.68,Master,4,0,No_Insurance
42,Male,Married,117786.57,PhD,1,1,FSA
44,Female,Married,115868.25,Master,1,1,A&H
48,Female,Married,42717.52,High School,3,1,Life
32,Female,Married,56060.49,High School,1,1,Life
49,Male,Single,74566.67,High School,0,1,A&H
26,Male,Single,87365.16,Master,0,1,A&H
58,Female,Married,104712.52,Bachelor,0,1,A&H
39,Male,Married,89232.69,Master,4,1,Life
36,Female,Married,77433.34,Bachelor,2,1,FSA
42,Female,Married,72678.79,Associate,4,1,Life
62,Female,Divorced,116309.17,Bachelor,0,1,A&H
45,Female,Married,45654.55,High School,2,1,FSA
56,Male,Married,87253.58,Associate,0,1,A&H
40,Female,Divorced,140696.28,Master,0,1,FSA
46,Male,Married,73960.93,High School,1,1,Life
18,Female,Single,24292.13,High School,0,1,FSA
27,Female,Married,64742.83,Bachelor,1,1,FSA
66,Female,Widowed,67675.08,Associate,0,1,A&H
50,Male,Married,58503.11,Associate,2,1,FSA
49,Female,Divorced,72108.6,High School,0,0,No_Insurance
83,Male,Widowed,259262.07,PhD,0,1,FSA
27,Male,Single,127525.05,PhD,0,1,FSA
20,Female,Single,24682.11,High School,0,0,No_Insurance
21,Female,Single,115423.12,Master,0,1,A&H
28,Male,Married,42351.94,Associate,1,1,Life
49,Male,Married,62406.5,Associate,2,1,Life
38,Female,Married,50199.69,High School,4,1,Life
47,Male,Married,157118.03,Master,2,1,FSA
70,Female,Married,113021.18,High School,0,1,Life
44,Male,Married,55189.69,High School,3,1,FSA
46,Female,Single,94868.55,Bachelor,1,1,Life
65,Female,Married,150501.12,Master,0,1,FSA
65,Female,Widowed,106053.01,High School,0,1,A&H
33,Male,Married,43691.57,High School,2,1,Life
26,Female,Married,108617.42,Master,1,1,FSA
53,Female,Married,74451.91,Associate,2,1,FSA
58,Female,Married,57856.77,Associate,0,1,A&H
42,Female,Married,74910.31,Bachelor,4,1,FSA
55,Male,Divorced,90709.22,Associate,1,1,Life
26,Female,Married,68524.4,Master,0,1,FSA
54,Male,Married,96031.43,Associate,2,1,Life
33,Male,Married,82092.77,Bachelor,3,1,Life
38,Male,Married,43747.82,High School,4,1,Life
59,Female,Single,112049.86,Bachelor,0,1,A&H
29,Female,Married,82046.14,Bachelor,3,1,Life
40,Male,Married,93338.44,Master,2,1,Life
48,Female,Single,116162.94,Master,0,1,FSA
21,Female,Single,95335.24,Master,0,1,A&H
18,Male,Single,61618.92,Master,0,0,No_Insurance
21,Female,Single,39817.83,Associate,0,0,No_Insurance
29,Female,Married,59781.13,Bachelor,2,1,FSA
49,Male,Married,207451.56,PhD,1,1,Life
21,Male,Single,65745.74,Master,0,1,FSA
41,Male,Married,42110.58,High School,4,1,Life
25,Male,Married,87178.29,PhD,0,1,FSA
43,Female,Divorced,45283.48,High School,0,1,FSA
54,Male,Married,70176.96,Associate,2,1,Life
18,Female,Single,47083.58,Bachelor,0,1,FSA
68,Female,Married,101736.39,Bachelor,0,1,Life
30,Male,Divorced,105687.66,Master,0,1,FSA
43,Female,Married,87534.77,Bachelor,2,1,Life
48,Male,Married,82321.36,High School,2,1,A&H
26,Female,Married,57096.29,Bachelor,0,1,FSA
31,Male,Married,59332.56,Associate,3,1,Life
44,Female,Single,81160.3,Associate,0,1,A&H
37,Female,Divorced,90628.29,Bachelor,0,1,A&H
69,Female,Widowed,124188.08,Associate,0,1,A&H
45,Female,Married,60120.62,Associate,4,1,Life
34,Male,Married,57725.6,High School,3,1,Life
23,Female,Single,30462.7,High School,0,0,No_Insurance
23,Male,Single,74916.89,Master,0,0,No_Insurance
29,Female,Married,40491.94,Associate,2,1,Life
44,Female,Married,59594.39,Other,3,1,Life
41,Female,Single,40127.38,High School,0,1,FSA
21,Male,Single,28665.51,High School,0,1,A&H
67,Male,Divorced,88960.62,High School,0,1,A&H
24,Male,Single,107047.34,PhD,0,1,FSA
48,Female,Married,124714.11,Bachelor,2,1,FSA
31,Male,Married,34385.15,High School,3,1,Life
26,Female,Married,30404.79,Associate,0,1,FSA
55,Male,Married,129922.94,PhD,4,1,FSA
42,Female,Married,142747.61,Master,2,1,Life
25,Female,Married,55684.5,Bachelor,0,1,FSA
36,Female,Married,83445.4,Bachelor,4,1,Life
32,Female,Married,81455.98,Master,2,1,FSA
58,Male,Married,74212.41,Associate,1,0,No_Insurance
26,Female,Single,67640.96,Bachelor,0,0,No_Insurance
77,Female,Widowed,79037.58,Associate,2,1,A&H
48,Male,Single,91554.84,Bachelor,0,1,A&H
31,Female,Divorced,38679.6,Associate,1,1,FSA
41,Male,Married,71108.97,Other,4,1,Life
26,Female,Married,41047.39,Other,0,0,No_Insurance
54,Female,Married,126968.42,Master,2,1,FSA
48,Female,Divorced,44429.74,High School,0,1,Life
35,Male,Married,58657.77,High School,1,1,Life
23,Female,Single,70652.32,Bachelor,0,0,No_Insurance
18,Male,Single,93834.67,Master,0,1,FSA
57,Male,Married,77236.84,Bachelor,0,0,No_Insurance
36,Female,Married,157801.4,PhD,4,1,A&H
51,Female,Divorced,92142.1,Bachelor,0,1,A&H
28,Male,Married,44558.78,High School,2,1,Life
18,Female,Single,34012.39,High School,0,1,Life
79,Female,Widowed,172318.48,Bachelor,0,1,Life
43,Male,Married,69391.33,Associate,1,1,FSA
48,Female,Married,64913.07,Bachelor,2,1,Life
37,Female,Divorced,64681.97,High School,0,1,FSA
33,Female,Divorced,98117.82,Bachelor,1,1,Life
40,Male,Married,37023.3,High School,1,1,A&H
27,Male,Married,37229.57,Associate,2,1,Life
41,Male,Married,124085.82,Master,2,1,FSA
60,Female,Married,176386.42,Master,0,1,FSA
42,Female,Married,59408.3,Bachelor,2,1,A&H
63,Male,Married,91194.16,High School,0,1,A&H
18,Female,Single,33549.22,High School,0,1,FSA
38,Female,Married,54805.29,Associate,2,1,Life
32,Male,Married,46380.66,High School,2,1,Life
41,Male,Married,72996.66,Other,3,1,Life
41,Female,Married,63509.74,High School,2,1,Life
33,Female,Married,38301.26,High School,2,1,FSA
37,Female,Divorced,77357.19,Associate,0,1,FSA
52,Female,Married,49518.81,High School,2,0,No_Insurance
18,Female,Single,52555.72,Bachelor,0,0,No_Insurance
51,Female,Married,140138.08,Master,4,1,A&H
52,Male,Married,75446.43,High School,2,1,Life
46,Male,Married,71058.56,High School,1,1,Life
42,Male,Married,149160.39,Master,3,1,Life
41,Female,Married,119339.84,Master,1,1,FSA
30,Female,Married,70139.01,Bachelor,2,1,Life
34,Male,Divorced,55628.0,Other,1,1,FSA
42,Male,Married,67898.98,Bachelor,4,1,Life
25,Female,Married,49859.31,Bachelor,0,0,No_Insurance
46,Female,Divorced,144974.67,PhD,2,1,A&H
49,Male,Married,171470.3,PhD,1,1,FSA
28,Female,Single,73875.61,Master,0,0,No_Insurance
20,Male,Single,36237.32,Associate,0,0,No_Insurance
28,Female,Married,87401.76,Bachelor,1,1,FSA
52,Male,Married,82056.96,High School,2,1,FSA
36,Male,Married,40636.38,High School,1,1,Life
53,Male,Married,47149.7,High School,3,1,Life
34,Male,Married,69558.23,Bachelor,2,1,Life
55,Female,Divorced,111967.82,Bachelor,0,1,FSA
47,Female,Married,106049.11,Master,1,1,FSA
38,Male,Divorced,62116.8,Associate,0,1,FSA
41,Female,Married,125474.69,Master,2,1,FSA
32,Female,Married,56112.55,Bachelor,3,1,Life
43,Male,Married,49086.7,High School,3,1,Life
64,Female,Widowed,82036.78,Associate,0,1,A&H
18,Female,Single,132323.53,PhD,0,1,FSA
52,Male,Single,109807.09,Bachelor,0,1,FSA
59,Male,Married,58195.36,Associate,0,1,A&H
49,Female,Married,89335.77,Associate,2,1,Life
39,Female,Married,122889.14,PhD,1,1,A&H
37,Male,Single,70583.73,Bachelor,0,1,A&H
18,Male,Single,44866.76,Bachelor,0,0,No_Insurance
42,Male,Single,64960.12,High School,0,1,A&H
54,Female,Married,77817.85,High School,3,1,Life
51,Female,Married,130666.87,Master,2,1,FSA
18,Female,Single,49536.43,Bachelor,0,0,No_Insurance
38,Female,Divorced,84218.01,Master,0,1,FSA
40,Male,Married,41014.73,Other,2,1,Life
50,Male,Married,65903.96,High School,4,1,Life
36,Female,Married,49505.38,High School,3,1,Life
28,Female,Married,93658.85,Bachelor,1,1,Life
44,Female,Single,81352.24,Bachelor,0,1,FSA
56,Female,Married,80013.98,Associate,1,1,A&H
35,Female,Married,35194.86,High School,1,1,FSA
30,Female,Single,38000.59,Associate,0,1,FSA
51,Male,Single,100423.91,Associate,1,1,A&H
35,Male,Single,73745.67,Bachelor,0,1,A&H
41,Male,Married,112929.67,Bachelor,2,1,A&H
44,Male,Divorced,106513.94,PhD,2,1,FSA
60,Female,Married,83157.5,High School,0,0,No_Insurance
36,Male,Divorced,46632.6,Associate,0,1,A&H
49,Female,Single,124078.08,Bachelor,2,1,FSA
34,Male,Married,109729.53,Master,1,1,FSA
60,Male,Widowed,92475.71,Bachelor,0,1,A&H
46,Male,Single,88246.3,Bachelor,0,1,A&H
48,Male,Married,116038.91,Master,3,1,FSA
51,Male,Married,87543.13,Associate,3,1,Life
52,Male,Married,89724.27,Bachelor,2,1,Life
58,Male,Married,123762.81,Master,0,1,A&H
31,Female,Divorced,69140.58,Bachelor,0,0,No_Insurance
49,Male,Married,122576.51,Master,3,1,Life
23,Female,Single,63532.33,Bachelor,0,0,No_Insurance
57,Female,Married,91849.65,Bachelor,0,1,Life
42,Female,Married,83775.83,Associate,2,1,Life
61,Female,Divorced,126630.87,Master,0,1,FSA
47,Male,Married,71372.43,Bachelor,1,1,Life
46,Male,Married,75828.71,Bachelor,2,1,Life
36,Male,Married,145008.93,Master,2,1,FSA
18,Female,Single,51046.77,Bachelor,0,0,No_Insurance
71,Male,Married,133065.08,Bachelor,0,0,No_Insurance
40,Female,Married,94441.18,Bachelor,3,1,FSA
55,Female,Married,96921.51,Bachelor,1,0,No_Insurance
66,Male,Widowed,108435.81,Associate,0,0,No_Insurance
21,Female,Married,24917.22,High School,0,0,No_Insurance
18,Male,Single,105708.11,Master,0,0,No_Insurance
44,Female,Married,100223.16,Bachelor,1,1,A&H
75,Female,Divorced,99720.57,Associate,0,1,A&H
36,Female,Married,105183.16,Bachelor,1,1,FSA
33,Female,Divorced,48378.2,Associate,0,1,FSA
63,Male,Married,107521.7,Bachelor,1,1,A&H
39,Female,Married,63706.87,Bachelor,1,1,Life
85,Female,Divorced,90348.35,Other,0,1,Life
44,Male,Married,65284.34,High School,4,1,Life
51,Female,Married,206589.91,PhD,1,1,FSA
33,Female,Divorced,100156.61,Bachelor,0,1,FSA
60,Female,Widowed,136784.32,Bachelor,1,1,A&H
28,Male,Married,59605.64,Bachelor,1,1,FSA
28,Male,Married,32504.37,Associate,4,1,Life
30,Male,Married,59843.74,Bachelor,3,1,A&H
32,Female,Married,51208.03,Other,4,1,Life
18,Male,Single,66279.74,Master,0,0,No_Insurance
21,Male,Single,34075.99,High School,0,0,No_Insurance
52,Male,Single,89615.7,High School,0,1,A&H
67,Female,Married,160984.89,Master,0,1,FSA
69,Female,Widowed,221013.75,PhD,1,1,FSA
42,Male,Married,111977.11,Bachelor,1,1,FSA
39,Male,Married,41695.72,Associate,2,1,Life
32,Female,Single,77243.0,Bachelor,0,0,No_Insurance
44,Male,Married,124622.48,Master,2,1,A&H
30,Male,Married,132163.95,Master,3,1,FSA
54,Male,Married,124195.57,Master,1,1,FSA
38,Male,Married,81619.6,Bachelor,3,1,Life
40,Female,Married,72119.97,Associate,2,1,Life
52,Female,Married,68326.15,Bachelor,2,1,Life
69,Male,Married,80537.93,High School,0,1,A&H
41,Female,Married,98215.11,Bachelor,2,1,A&H
54,Male,Married,102367.37,Bachelor,3,1,Life
41,Female,Married,44161.2,High School,1,1,Life
43,Female,Married,100507.13,Master,1,1,A&H
36,Male,Single,94951.07,Bachelor,0,1,A&H
32,Male,Married,61871.56,Associate,3,1,Life
34,Female,Divorced,75507.97,Bachelor,2,1,Life
56,Male,Married,127510.95,Bachelor,0,1,Life
62,Female,Divorced,125054.67,Master,0,1,A&H
35,Female,Divorced,41624.34,High School,0,1,FSA
31,Male,Married,56599.23,Associate,1,1,Life
29,Female,Married,61598.14,Bachelor,1,1,Life
59,Male,Married,58904.64,Associate,2,1,Life
50,Male,Married,148704.19,Master,1,1,Life
40,Male,Married,182748.56,PhD,2,1,FSA
58,Male,Single,76664.4,Other,0,1,Life
47,Male,Married,63293.3,High School,1,1,Life
75,Male,Widowed,127406.33,High School,0,1,FSA
61,Female,Married,139966.01,Bachelor,0,1,FSA
41,Male,Single,184321.07,PhD,0,1,FSA
18,Male,Single,30590.61,High School,0,1,FSA
53,Female,Married,79085.44,Bachelor,3,1,Life
29,Female,Single,86946.91,Master,0,1,FSA
29,Female,Single,41587.74,High School,0,1,A&H
61,Male,Widowed,96785.05,High School,0,1,A&H
60,Female,Widowed,89248.78,Bachelor,1,1,FSA
54,Male,Married,145039.96,Master,3,1,Life
31,Female,Married,42699.73,Other,2,1,FSA
51,Female,Married,112287.77,Bachelor,2,1,FSA
66,Female,Married,167516.17,PhD,1,1,A&H
35,Male,Married,61029.47,Associate,2,0,No_Insurance
36,Female,Married,54605.92,High School,1,1,Life
18,Male,Married,42583.18,Associate,0,0,No_Insurance
50,Male,Married,73280.15,High School,3,1,A&H
47,Male,Married,116644.48,PhD,3,1,A&H
38,Male,Single,36983.7,High School,0,1,FSA
46,Male,Married,75291.64,High School,2,1,Life
48,Female,Married,64907.53,High School,3,1,Life
53,Male,Married,74510.59,Associate,2,1,Life
42,Male,Married,121985.81,Master,1,1,FSA
18,Female,Single,68967.08,Bachelor,0,0,No_Insurance
33,Female,Married,31606.94,High School,4,1,FSA
50,Female,Married,53756.21,Associate,3,1,Life
31,Female,Married,92727.44,Bachelor,2,1,Life
65,Female,Widowed,57656.43,High School,0,1,A&H
18,Female,Single,35455.56,Associate,0,0,No_Insurance
58,Female,Single,178052.36,Master,1,1,A&H
74,Male,Married,166727.08,Bachelor,1,0,No_Insurance
18,Male,Single,28537.91,Associate,0,0,No_Insurance
41,Female,Married,86055.52,Bachelor,3,1,Life
38,Female,Single,128712.56,Master,0,1,FSA
18,Male,Single,20424.85,High School,0,0,No_Insurance
49,Female,Divorced,131286.4,PhD,1,1,FSA
42,Female,Divorced,67891.82,Bachelor,0,1,FSA
22,Female,Single,36587.14,High School,0,1,A&H
31,Female,Married,54370.17,Associate,4,1,Life
41,Male,Divorced,88327.25,Bachelor,0,1,A&H
43,Female,Divorced,127431.38,Master,0,1,FSA
53,Male,Married,132342.51,Bachelor,2,1,FSA
52,Female,Married,96056.5,Bachelor,3,1,A&H
35,Male,Single,134492.68,Master,0,1,A&H
27,Female,Married,114257.2,PhD,1,1,FSA
56,Male,Married,85277.58,High School,0,1,A&H
33,Female,Divorced,44424.78,High School,0,1,Life
23,Male,Single,42761.44,High School,0,0,No_Insurance
25,Female,Married,41978.76,Associate,0,1,FSA
25,Male,Married,99023.71,PhD,0,1,A&H
36,Female,Divorced,49852.64,Other,1,1,FSA
50,Female,Married,83124.13,Associate,1,1,Life
40,Male,Divorced,103315.12,Bachelor,1,0,No_Insurance
66,Male,Widowed,192232.21,Master,0,1,FSA
18,Female,Married,56403.86,Bachelor,1,0,No_Insurance
44,Female,Married,153244.38,Master,4,1,Life
34,Male,Single,57769.8,Bachelor,0,1,A&H
37,Female,Married,87908.45,Bachelor,3,1,A&H
45,Female,Married,103761.04,PhD,2,1,Life
53,Female,Married,51577.16,High School,2,1,Life
33,Female,Married,97225.26,Master,3,1,Life
42,Female,Married,96617.14,Bachelor,3,1,Life
18,Female,Single,157459.59,PhD,0,1,FSA
39,Male,Single,53295.58,High School,0,1,FSA
52,Female,Single,63469.22,High School,0,1,Life
43,Male,Married,87626.05,Master,4,1,Life
30,Female,Divorced,107468.49,Master,0,1,FSA
35,Male,Married,40216.08,Associate,2,1,A&H
25,Male,Single,96071.65,Master,0,1,FSA
48,Female,Divorced,65306.91,High School,0,1,Life
55,Male,Married,105060.91,Associate,2,1,A&H
19,Male,Single,64850.17,Master,0,0,No_Insurance
56,Male,Married,70096.5,High School,2,1,Life
36,Male,Married,53309.01,High School,4,1,A&H
43,Female,Married,95532.01,Master,1,1,Life
35,Female,Married,71145.79,Bachelor,4,1,Life
31,Male,Married,32558.77,High School,2,1,Life
37,Male,Divorced,57427.93,Associate,1,0,No_Insurance
53,Female,Married,77163.53,High School,3,1,Life
60,Female,Married,104913.86,Master,2,1,FSA
52,Female,Married,84417.8,High School,1,1,Life
65,Male,Married,96336.15,High School,0,1,A&H
20,Male,Single,31087.57,High School,0,0,No_Insurance
25,Female,Married,43359.18,Associate,0,1,FSA
29,Male,Married,28384.66,High School,1,1,Life
39,Male,Divorced,56227.32,Associate,1,1,A&H
55,Female,Married,73118.42,Bachelor,3,1,Life
54,Female,Single,60833.26,High School,0,1,Life
36,Female,Divorced,44220.39,High School,2,1,FSA
24,Male,Single,65754.67,Bachelor,0,1,Life
33,Male,Single,38014.02,High School,0,1,A&H
62,Male,Married,113020.71,Bachelor,2,1,A&H
34,Female,Divorced,35100.32,Other,0,1,FSA
21,Male,Single,72622.0,Master,0,1,Life
58,Male,Married,102844.11,Associate,2,1,A&H
51,Male,Married,61256.81,Associate,4,1,Life
27,Male,Married,87670.96,Bachelor,1,1,Life
53,Male,Married,92988.08,High School,3,1,A&H
47,Male,Single,72095.95,High School,0,1,Life
44,Female,Married,64810.5,Associate,1,1,Life
62,Female,Widowed,75505.7,High School,0,1,A&H
32,Female,Married,80182.58,Bachelor,2,1,FSA
40,Female,Single,90319.61,Master,0,1,FSA
34,Male,Divorced,57431.33,Bachelor,0,1,FSA
29,Female,Married,92441.47,Bachelor,4,1,Life
33,Male,Single,43277.1,High School,0,1,Life
45,Male,Single,60505.71,Associate,0,1,Life
18,Female,Single,24086.78,High School,0,0,No_Insurance
44,Female,Married,95930.61,Bachelor,3,1,Life
62,Female,Married,70108.01,High School,1,1,Life
30,Female,Married,47224.47,Other,2,1,Life
31,Female,Married,136963.2,Master,1,1,Life
57,Female,Married,143947.88,Master,1,1,A&H
48,Female,Divorced,80424.45,Bachelor,0,1,Life
57,Male,Married,56314.55,Other,0,1,A&H
30,Female,Married,47057.89,High School,2,1,FSA
67,Male,Widowed,86275.11,Other,0,1,Life
36,Male,Married,45607.64,High School,3,1,Life
18,Male,Single,89744.55,Master,0,1,Life
43,Male,Married,78125.01,Bachelor,1,1,FSA
18,Female,Single,49492.72,Bachelor,0,0,No_Insurance
70,Male,Married,92363.51,Associate,0,1,A&H
41,Male,Married,109824.07,Master,1,1,FSA
48,Female,Married,120858.88,Master,4,1,Life
52,Female,Divorced,79142.52,Associate,2,1,A&H
30,Female,Single,86508.0,Bachelor,0,1,A&H
54,Male,Married,64263.16,High School,3,1,Life
50,Male,Married,107662.64,PhD,4,1,FSA
52,Female,Married,54721.17,High School,1,1,FSA
18,Male,Single,29054.15,Associate,0,0,No_Insurance
38,Female,Married,48481.9,Associate,3,1,Life
18,Male,Single,20469.84,High School,0,0,No_Insurance
38,Male,Single,166780.67,PhD,0,1,FSA
63,Male,Married,62946.64,High School,0,0,No_Insurance
35,Female,Single,37696.32,High School,0,1,A&H
49,Female,Married,73470.95,Bachelor,2,1,Life
62,Male,Married,131772.39,Bachelor,0,1,A&H
39,Female,Divorced,59258.92,High School,1,1,Life
56,Female,Single,113470.56,PhD,1,1,Life
22,Female,Single,38630.38,High School,0,0,No_Insurance
54,Male,Married,160855.06,Master,3,1,Life
26,Female,Single,25092.83,High School,0,0,No_Insurance
31,Female,Married,42398.57,High School,2,1,FSA
37,Female,Married,66530.91,Bachelor,4,1,Life
46,Female,Married,159835.47,Master,4,1,Life
23,Female,Single,84155.47,Bachelor,0,0,No_Insurance
38,Female,Single,56048.09,High School,0,1,FSA
46,Female,Married,81466.87,High School,2,1,Life
32,Female,Married,34398.83,High School,3,1,Life
58,Female,Divorced,129335.57,Bachelor,0,1,A&H
44,Male,Married,84422.26,Bachelor,3,1,Life
42,Male,Single,80085.22,Bachelor,1,1,A&H
47,Female,Married,96952.68,Bachelor,3,1,Life
44,Female,Single,88596.06,Master,0,1,A&H
36,Female,Married,93488.04,Master,2,1,Life
42,Female,Married,80851.81,Master,3,1,Life
79,Male,Married,132376.17,High School,0,1,A&H
49,Female,Divorced,61597.6,High School,1,0,No_Insurance
33,Female,Married,81533.73,Master,3,1,A&H
50,Female,Divorced,77962.96,Associate,0,1,FSA
52,Male,Married,102616.5,Associate,3,1,Life
61,Male,Widowed,59684.73,High School,0,1,FSA
53,Female,Married,173986.82,Master,3,1,FSA
31,Male,Divorced,112392.44,Master,0,1,FSA
22,Male,Single,43298.42,Associate,0,0,No_Insurance
23,Male,Single,71672.68,Bachelor,0,1,A&H
62,Female,Widowed,111356.63,Bachelor,0,1,A&H
41,Female,Married,75131.59,Associate,4,1,Life
54,Male,Married,128742.68,PhD,1,0,No_Insurance
39,Female,Married,109804.19,PhD,2,1,Life
37,Male,Married,67562.07,Associate,1,1,FSA
48,Male,Divorced,157456.15,Master,0,0,No_Insurance
56,Female,Married,55123.06,High School,0,1,A&H
27,Male,Single,162732.39,PhD,0,1,FSA
43,Female,Divorced,97934.12,Bachelor,0,0,No_Insurance
78,Male,Married,71684.44,High School,2,1,Life
41,Male,Married,62360.44,Bachelor,4,1,Life
57,Male,Married,122897.14,Master,1,1,A&H
43,Male,Married,74431.14,High School,1,1,FSA
58,Female,Married,157615.67,Master,0,1,Life
23,Male,Single,81591.07,Bachelor,0,1,A&H
37,Female,Divorced,70038.83,Bachelor,2,1,Life
